review,rating,date,bank,source,sentiment_label,sentiment_score,clean_review,theme
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9528433680534364,,Other
suitable app,4,2025-04-01,CBE,Google Play,POSITIVE,0.9997665286064148,suitable app,User Interface & Experience
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,NEGATIVE,0.9995038509368896,dear cbe this app is not comparable with century and pls try to solve it,Other
best transaction method of financial,5,2025-04-01,CBE,Google Play,POSITIVE,0.9995972514152528,best transaction method of financial,Financial Transactions
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.9995881915092468,cbe is now going to on the right pathwaytrack thank you cbe one step ahead on payment platform app,Financial Transactions
It literarily don't work at all,4,2025-04-01,CBE,Google Play,NEGATIVE,0.9995075464248656,it literarily dont work at all,Other
good give us plus,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998716115951538,good give us plus,Other
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-03-31,CBE,Google Play,POSITIVE,0.9895473718643188,very good application however i have one functionality recommendation what if you let the app transfer money to any telebirr account as for mpesa by the way i am not the only one to ask this thank you,Financial Transactions
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9852171540260316,before update it was able to screenshot while after update i cant able to screenshot the transfere details,"Feature Requests & Suggestions, Financial Transactions"
Tnc Cbe,5,2025-03-31,CBE,Google Play,POSITIVE,0.9070308804512024,tnc cbe,Other
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,NEGATIVE,0.9151977896690368,it is good app but you have integrate cbe with cbe birr to allow cardless withdrawal directly from our accout,Other
great apps,5,2025-03-31,CBE,Google Play,POSITIVE,0.999853491783142,great apps,Other
Excellent,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998434782028198,excellent,Other
Great app!,4,2025-03-31,CBE,Google Play,POSITIVE,0.9998462200164796,great app,Other
CBE,5,2025-03-31,CBE,Google Play,POSITIVE,0.9966009855270386,cbe,Other
very good 👍 👏,5,2025-03-31,CBE,Google Play,POSITIVE,0.99985933303833,very good,Other
great when it works,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998693466186525,great when it works,Other
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,NEGATIVE,0.981265127658844,the app is very good but why screenshots is impossible,Other
excellent match application,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998453855514526,excellent match application,Other
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998503923416138,the best app,Other
excellent app,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998356103897096,excellent app,Other
easy to use and user friendly,5,2025-03-31,CBE,Google Play,POSITIVE,0.9979179501533508,easy to use and user friendly,User Interface & Experience
very nice,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998563528060912,very nice,Other
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,NEGATIVE,0.9200406670570374,,Other
well software,5,2025-03-31,CBE,Google Play,POSITIVE,0.999262273311615,well software,Other
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,NEGATIVE,0.8832131028175354,,Other
CBE very good apps,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998394250869752,cbe very good apps,Other
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,POSITIVE,0.9992094039916992,this application fast secure and more convenient thanks cbe,Security & Privacy Concerns
excellent service,5,2025-03-31,CBE,Google Play,POSITIVE,0.9998576641082764,excellent service,Other
it's not working,3,2025-06-05,BOA,Google Play,NEGATIVE,0.9997857213020324,its not working,Other
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,BOA,Google Play,NEGATIVE,0.999415159225464,hello im facing a problem with the boa mobile app every time i enter my phone number and password the app crashes and shows an error that says boamobile closed because this app has a bug i tried updating reinstalling and clearing cache but nothing worked please fix this bug in the next update i really need access to my account thank you,"Performance Issues, Account Access Issues, Feature Requests & Suggestions"
exceptional,5,2025-06-03,BOA,Google Play,POSITIVE,0.9998514652252196,exceptional,Other
BoA Mobile good bank,5,2025-06-02,BOA,Google Play,POSITIVE,0.9984728693962096,boa mobile good bank,Other
this is worest app 24/7 loading,1,2025-06-01,BOA,Google Play,NEGATIVE,0.993474304676056,this is worest app loading,Performance Issues
This App is not interest for Android phone Please update it .,1,2025-06-01,BOA,Google Play,NEGATIVE,0.9971383810043336,this app is not interest for android phone please update it,Feature Requests & Suggestions
BoA system is confartable,5,2025-05-31,BOA,Google Play,NEGATIVE,0.9980142116546632,boa system is confartable,Other
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,BOA,Google Play,NEGATIVE,0.99980491399765,this app for me is a waste of time it doesnt work i cant even long in and it really piss me off fix the problem,Other
Good service.,3,2025-05-25,BOA,Google Play,POSITIVE,0.9998533725738524,good service,Other
the app crush frequently,1,2025-05-24,BOA,Google Play,NEGATIVE,0.998525083065033,the app crush frequently,Other
You guys keeps getting worst,1,2025-05-22,BOA,Google Play,NEGATIVE,0.9997075200080872,you guys keeps getting worst,Other
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,BOA,Google Play,NEGATIVE,0.999026656150818,this app is a joke it crashes more than it works takes forever to load and half the features are just decorative at this point cant log in cant transfer money cant even check my balance without it bugging out to the developer are you actually trying to make this work or is this some kind of social experiment to test our patience did you build this in your sleep because it definitely looks like it if this is your idea of a functional app maybe consider a different career path,"Performance Issues, Account Access Issues, User Interface & Experience, Feature Requests & Suggestions, Financial Transactions"
BoA,2,2025-05-20,BOA,Google Play,NEGATIVE,0.74105304479599,boa,Other
but not opening on android,4,2025-05-19,BOA,Google Play,NEGATIVE,0.9952228665351868,but not opening on android,Other
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,BOA,Google Play,NEGATIVE,0.9997984766960144,worst app ever totally unreliable and it didnt work at all for the last months,Other
ሞላዬ ከበደ,5,2025-05-14,BOA,Google Play,NEGATIVE,0.7850591540336609,,Other
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,BOA,Google Play,NEGATIVE,0.9992283582687378,this app does no work on samsung a it just gives a preview of the logo,Other
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,BOA,Google Play,NEGATIVE,0.9994921684265136,i entered incorrect security question by mistake boa app lock pin forever why is there no other options i contacted different branchs more then times but they didnt able to solve this issue,"Customer Support, Feature Requests & Suggestions, Security & Privacy Concerns"
liking this application good 👍,5,2025-05-07,BOA,Google Play,POSITIVE,0.9996829032897948,liking this application good,Other
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,BOA,Google Play,NEGATIVE,0.9989790916442872,this app future is good but there is problems with apps to reset and activate it which is difficult even to the branch staffs and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and otp sent not work,"Account Access Issues, Customer Support"
it's really good 👍,5,2025-04-23,BOA,Google Play,POSITIVE,0.9998701810836792,its really good,Other
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,BOA,Google Play,NEGATIVE,0.9995198249816896,bad app it stuck when you open and noting works,Other
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,BOA,Google Play,NEGATIVE,0.9997255206108092,the app isnt working after it asked me the password it starts loading but it doesnt open,"Performance Issues, Account Access Issues"
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,BOA,Google Play,NEGATIVE,0.999669909477234,it keeps showing this pop up to turn off developer options even tho its off i had to turn on and then off to make it work this is a horrible experience and needs a fix asap plus kinda slow,"Performance Issues, Feature Requests & Suggestions"
yideg,1,2025-04-17,BOA,Google Play,NEGATIVE,0.767581045627594,yideg,Other
አይከፍትም እኮ,1,2025-04-17,BOA,Google Play,NEGATIVE,0.7850591540336609,,Other
great boa,5,2025-04-10,BOA,Google Play,POSITIVE,0.9992689490318298,great boa,Other
boa of mobile backing,5,2025-04-09,BOA,Google Play,NEGATIVE,0.980626106262207,boa of mobile backing,Other
faster bank of Abissinya,5,2025-04-08,BOA,Google Play,POSITIVE,0.9722142815589904,faster bank of abissinya,Other
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,BOA,Google Play,NEGATIVE,0.9996716976165771,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,Other
it just doesn't work...so frustrating,1,2025-04-07,BOA,Google Play,NEGATIVE,0.999774158000946,it just doesnt workso frustrating,Other
like,5,2025-04-06,BOA,Google Play,POSITIVE,0.9910564422607422,like,Other
it's not work correctly... you must have update it,1,2025-04-06,BOA,Google Play,NEGATIVE,0.9998013377189636,its not work correctly you must have update it,Feature Requests & Suggestions
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,BOA,Google Play,POSITIVE,0.9575353264808656,the app gets a considerable improvements like language qr scanner and unlimited transfers survice but boa please do alot on its fastness and convenient when we login and making a transactions,"Account Access Issues, Feature Requests & Suggestions, Financial Transactions"
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,BOA,Google Play,NEGATIVE,0.5856848359107971,after i typed in my password it says successfully logged out and goes back to the first page,Account Access Issues
good but they don't update enough don't add new things,3,2025-04-04,BOA,Google Play,NEGATIVE,0.9693678617477416,good but they dont update enough dont add new things,Feature Requests & Suggestions
thank you,5,2025-04-02,BOA,Google Play,POSITIVE,0.9998352527618408,thank you,Other
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,BOA,Google Play,NEGATIVE,0.9990907907485962,it doesnt work period z slowest mobile banking ever i would rather use,Performance Issues
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,BOA,Google Play,NEGATIVE,0.9973751306533812,after activated the application it not allowed to sign automatically it is turn off in my phone why,Other
good application,5,2025-03-30,BOA,Google Play,POSITIVE,0.999854564666748,good application,Other
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,BOA,Google Play,NEGATIVE,0.9995684027671814,this version is not working for me i cannot even buy card i cannot send money,Financial Transactions
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,BOA,Google Play,NEGATIVE,0.9996182918548584,it cant actively on initialization it says incorrect otp getting the exact otp,Account Access Issues
always problematic hardly works,1,2025-03-26,BOA,Google Play,NEGATIVE,0.99955552816391,always problematic hardly works,Other
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,BOA,Google Play,NEGATIVE,0.9997418522834778,considering the fact the bank is huge this app really bad you could do better,Other
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,BOA,Google Play,NEGATIVE,0.9998050332069396,worst app and bank ever u be ashamed scammer,Security & Privacy Concerns
great BoA,5,2025-03-22,BOA,Google Play,POSITIVE,0.9992689490318298,great boa,Other
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,BOA,Google Play,NEGATIVE,0.9988333582878112,i have went to the bank so many times because i couldnt make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i cant make any transaction with it please work in that,Financial Transactions
there is no speed,1,2025-03-19,BOA,Google Play,NEGATIVE,0.9994422793388368,there is no speed,Other
"For anyone who wants to download it, just don't!!!",1,2025-03-19,BOA,Google Play,NEGATIVE,0.999398112297058,for anyone who wants to download it just dont,Other
wonderful,5,2025-03-19,BOA,Google Play,POSITIVE,0.9998772144317628,wonderful,Other
all worck,5,2025-03-19,BOA,Google Play,NEGATIVE,0.9971314668655396,all worck,Other
Loved it,5,2025-03-14,BOA,Google Play,POSITIVE,0.9998797178268432,loved it,Other
Wow,1,2025-03-14,BOA,Google Play,POSITIVE,0.999592125415802,wow,Other
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,BOA,Google Play,NEGATIVE,0.9985970854759216,edit new bug app not letting me type in my otp codes shameful why does this app not allow me to use it while having developer options on did yall consider that i might perhaps be an actual developer why am i expected to toggle the option on and off just to bank restarting my phone when i do why is the message labled as somthing that will smoothen the experience this is like the most security consultant thing to implement in an app please invest in actual security not this mess,"Account Access Issues, Feature Requests & Suggestions, Security & Privacy Concerns"
Improved to be the best,5,2025-03-11,BOA,Google Play,POSITIVE,0.9998570680618286,improved to be the best,Feature Requests & Suggestions
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,BOA,Google Play,NEGATIVE,0.99748432636261,decent but there problems sometimes it says error when i transfer money but infact it transferred because of this bug i transferred times instead of and also we cant transfer money to others telebirr acc we only can to our self boe dev fix this,Financial Transactions
BoA Greqt Ethiopian bank.,5,2025-03-11,BOA,Google Play,NEGATIVE,0.8457717895507812,boa greqt ethiopian bank,Other
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,BOA,Google Play,NEGATIVE,0.9994600415229796,the bug is still therethe app crashes every time i try to log in especially in old phones like my galaxy a,"Performance Issues, Account Access Issues"
Almost better compared to cbe where it is not qualified for,4,2025-03-09,BOA,Google Play,NEGATIVE,0.974167823791504,almost better compared to cbe where it is not qualified for,Other
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,BOA,Google Play,POSITIVE,0.9998214840888976,what awesome apps it is very simple to use and more much important apps,Other
Wonderfull app,5,2025-03-08,BOA,Google Play,POSITIVE,0.9998815059661864,wonderfull app,Other
i can't use this app why?,5,2025-03-07,BOA,Google Play,NEGATIVE,0.9993101358413696,i cant use this app why,Other
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,BOA,Google Play,NEGATIVE,0.9997013211250304,worst mobile banking app i ever experienced i was blaming other apps but comparing with this theyre too much better it clashes it takes much longer time to login while loading in short its a complete of trash,"Performance Issues, Account Access Issues"
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,BOA,Google Play,NEGATIVE,0.9998133778572084,bro the worst app made by human kind as a software engineer it make me so sad seeing enterprise as big as boa make apps like this it is a disgrace for our country,Other
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,BOA,Google Play,NEGATIVE,0.9959415793418884,aga b girja miss language of admin afaan oromo other itoophiyaa languages,Other
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,BOA,Google Play,NEGATIVE,0.9916398525238036,i downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically what unserious bank now i uninstalled the app immediately,Other
It has good features but sometimes it doesn't work...0,1,2025-03-02,BOA,Google Play,NEGATIVE,0.9956711530685424,it has good features but sometimes it doesnt work,Feature Requests & Suggestions
Very poor proformance,1,2025-03-01,BOA,Google Play,NEGATIVE,0.9998043179512024,very poor proformance,Other
It's not opening. Really frustrating,1,2025-03-01,BOA,Google Play,NEGATIVE,0.9997020363807678,its not opening really frustrating,Other
Verry Amazing App from all IB,5,2025-03-01,BOA,Google Play,POSITIVE,0.9997394680976868,verry amazing app from all ib,Other
Not working on this days,1,2025-02-26,BOA,Google Play,NEGATIVE,0.9972773194313048,not working on this days,Other
Thank you BoA,5,2025-02-23,BOA,Google Play,POSITIVE,0.9998399019241332,thank you boa,Other
best banking app in the wworld,5,2025-02-22,BOA,Google Play,POSITIVE,0.999572217464447,best banking app in the wworld,Other
Nice app and it's easy to use,5,2025-02-21,BOA,Google Play,POSITIVE,0.999751627445221,nice app and its easy to use,Other
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,BOA,Google Play,NEGATIVE,0.999267876148224,please add language in the apps settingamharic afan oromo tigniyaand others sometimes bank to bank transfer is not available through time and even if if it is available not reachableit is serious issue,"Feature Requests & Suggestions, Financial Transactions"
This is help full i like ittttt,5,2025-02-14,BOA,Google Play,POSITIVE,0.9977995753288268,this is help full i like ittttt,Customer Support
The is not functional at all?,2,2025-02-12,BOA,Google Play,NEGATIVE,0.9997331500053406,the is not functional at all,Other
Best bank,5,2025-02-08,BOA,Google Play,POSITIVE,0.9997438788414,best bank,Other
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-07,BOA,Google Play,POSITIVE,0.9997236132621764,make it easy and convienient to use and perfect for all to high prefrence and choice,Other
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-04,BOA,Google Play,NEGATIVE,0.6970566511154175,,Other
I have been using this app for two years.It is amazing.,5,2025-01-31,BOA,Google Play,POSITIVE,0.9998595714569092,i have been using this app for two yearsit is amazing,Other
Good 👍,5,2025-01-31,BOA,Google Play,POSITIVE,0.9998576641082764,good,Other
Sad experience,1,2025-01-30,BOA,Google Play,NEGATIVE,0.999068796634674,sad experience,Other
Always do update and that is annoying,3,2025-01-27,BOA,Google Play,NEGATIVE,0.9994439482688904,always do update and that is annoying,Feature Requests & Suggestions
"Best app, somehow waiting a few minutes",5,2025-01-23,BOA,Google Play,NEGATIVE,0.6387050747871399,best app somehow waiting a few minutes,Other
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-22,BOA,Google Play,NEGATIVE,0.9946038126945496,i cant dijitalize my atm in the apollo app on my phone,Other
Whenever I try to sign in app close please fixed it out,2,2025-01-21,BOA,Google Play,NEGATIVE,0.9976611137390136,whenever i try to sign in app close please fixed it out,Account Access Issues
Beter,5,2025-01-21,BOA,Google Play,POSITIVE,0.6771947741508484,beter,Other
Boa,4,2025-01-18,BOA,Google Play,NEGATIVE,0.74105304479599,boa,Other
በጣም የሚያስጠላ አፕ በጣም የወረደ ዜሮ ነው የምሰጠው ዘሮ It's not App it's very slow ehhhh. Why don't you upgrade the app???? It's always zero,1,2025-01-18,BOA,Google Play,NEGATIVE,0.9979276657104492,its not app its very slow ehhhh why dont you upgrade the app its always zero,"Performance Issues, Feature Requests & Suggestions"
Aadan Axmed Barkhadle,5,2025-01-17,BOA,Google Play,POSITIVE,0.612751841545105,aadan axmed barkhadle,Other
😡😡😡🤬🤬🤬,1,2025-01-16,BOA,Google Play,NEGATIVE,0.6970566511154175,,Other
Horrible customer service and app crashes Horrible!!,1,2025-01-15,BOA,Google Play,NEGATIVE,0.9997913241386414,horrible customer service and app crashes horrible,"Performance Issues, Customer Support"
I love it,5,2025-01-14,BOA,Google Play,POSITIVE,0.9998799562454224,i love it,Other
It keeps asking me to turn off developer mode even when dev mode is off. Couldn't use it.,1,2025-01-13,BOA,Google Play,NEGATIVE,0.9985793828964232,it keeps asking me to turn off developer mode even when dev mode is off couldnt use it,Other
Good🙏,5,2025-01-11,BOA,Google Play,NEGATIVE,0.6970566511154175,good,Other
Like to much,5,2025-01-11,BOA,Google Play,POSITIVE,0.9997984766960144,like to much,Other
Thank you,5,2025-01-10,BOA,Google Play,POSITIVE,0.9998352527618408,thank you,Other
Perfect,5,2025-01-09,BOA,Google Play,POSITIVE,0.9998517036437988,perfect,Other
The best of best,5,2025-01-09,BOA,Google Play,POSITIVE,0.9998393058776855,the best of best,Other
I was using this app for long time it amazing user friendly UI but the i can't found for get pin button in the app,3,2025-01-07,BOA,Google Play,NEGATIVE,0.9016597867012024,i was using this app for long time it amazing user friendly ui but the i cant found for get pin button in the app,User Interface & Experience
Great 👍,5,2025-01-04,BOA,Google Play,POSITIVE,0.9997692704200744,great,Other
Fast and suitable for the customers.,5,2025-01-04,BOA,Google Play,POSITIVE,0.9997920393943788,fast and suitable for the customers,User Interface & Experience
Good app and helpful,5,2025-01-03,BOA,Google Play,POSITIVE,0.9998565912246704,good app and helpful,Customer Support
"I will give only one star, because it faced with multiple of problems. 1. The app is not as fast as the other banks App, for e.g like CBE 2. The App asks repeatedly to switch off developer options, even if it is switched off. 3. Bank of Abyssinia's services are interesting, but they ignored the issues on the App service. 4. Most customers gave a complain on the App, but no one accept their complain to fix the issue. 5. Lastly, I will not recommend the App unless the issue has been solved ASAP!!",1,2025-01-03,BOA,Google Play,NEGATIVE,0.9978498220443726,i will give only one star because it faced with multiple of problems the app is not as fast as the other banks app for eg like cbe the app asks repeatedly to switch off developer options even if it is switched off bank of abyssinias services are interesting but they ignored the issues on the app service most customers gave a complain on the app but no one accept their complain to fix the issue lastly i will not recommend the app unless the issue has been solved asap,Feature Requests & Suggestions
By assessing this you can tell Abyssinia bank has no idea what mobile banking is ?,1,2025-01-02,BOA,Google Play,NEGATIVE,0.9992759823799132,by assessing this you can tell abyssinia bank has no idea what mobile banking is,Other
It doesn't work at all.,2,2025-01-02,BOA,Google Play,NEGATIVE,0.9997771382331848,it doesnt work at all,Other
this app is not available,1,2025-01-02,BOA,Google Play,NEGATIVE,0.9997593760490416,this app is not available,Other
Wow what amazing,5,2024-12-30,BOA,Google Play,POSITIVE,0.9998555183410645,wow what amazing,Other
love it,5,2024-12-30,BOA,Google Play,POSITIVE,0.99987530708313,love it,Other
በጣም መሻሻል አለበት....... ለ ባንኩ ማይመጥን መተግበርያ ነው ::,2,2024-12-30,BOA,Google Play,NEGATIVE,0.9733067750930786,,Other
Lemn embi yilal??,5,2024-12-30,BOA,Google Play,NEGATIVE,0.990697145462036,lemn embi yilal,Other
It's useless app downgraded.,1,2024-12-29,BOA,Google Play,NEGATIVE,0.999807059764862,its useless app downgraded,Other
Why is not letting me access my account. The whole point of this app is for me to gey access to my account without physically being at the bank. I would give it a zero but a one will suffice to get my point accross.,1,2024-12-27,BOA,Google Play,NEGATIVE,0.7652372717857361,why is not letting me access my account the whole point of this app is for me to gey access to my account without physically being at the bank i would give it a zero but a one will suffice to get my point accross,Account Access Issues
Nice,5,2024-12-26,BOA,Google Play,POSITIVE,0.9998552799224854,nice,Other
When are you going to get rid of this and have a real app that works? By far the worst mobile banking app.,1,2024-12-24,BOA,Google Play,NEGATIVE,0.9997933506965636,when are you going to get rid of this and have a real app that works by far the worst mobile banking app,Other
አይሰራም ሼም ነው፤,1,2024-12-23,BOA,Google Play,NEGATIVE,0.8616330027580261,,Other
Not that much bad,3,2024-12-22,BOA,Google Play,POSITIVE,0.998815894126892,not that much bad,Other
Fine,5,2024-12-20,BOA,Google Play,POSITIVE,0.9998335838317872,fine,Other
The dirtiest application ever seen...,1,2024-12-20,BOA,Google Play,NEGATIVE,0.9954877495765686,the dirtiest application ever seen,Other
Nic ap,5,2024-12-19,BOA,Google Play,POSITIVE,0.9873360991477966,nic ap,Other
The forest app ever,1,2024-12-19,BOA,Google Play,POSITIVE,0.9840954542160034,the forest app ever,Other
"I love BoA more than anyone but they are cursed when it comed to mobile banking. Even though this ine is hetter it still s*cks! It will ask me to turn off developer options other wise it won't work! I use CBE, Awash birr, tekebirr, Dashen bank and others but non of them asked me this, why only BoA? Please improve your mobile banking, be competitive!",1,2024-12-19,BOA,Google Play,NEGATIVE,0.9967040419578552,i love boa more than anyone but they are cursed when it comed to mobile banking even though this ine is hetter it still scks it will ask me to turn off developer options other wise it wont work i use cbe awash birr tekebirr dashen bank and others but non of them asked me this why only boa please improve your mobile banking be competitive,Feature Requests & Suggestions
Bank of abissena,1,2024-12-17,BOA,Google Play,POSITIVE,0.9480117559432985,bank of abissena,Other
"Easy and sooo simple to use it, also its easy to stole someones money using the app",3,2024-12-16,BOA,Google Play,NEGATIVE,0.9888866543769836,easy and sooo simple to use it also its easy to stole someones money using the app,Financial Transactions
GOOD,5,2024-12-14,BOA,Google Play,POSITIVE,0.999816119670868,good,Other
The worst banking app ever. Never works!,1,2024-12-14,BOA,Google Play,NEGATIVE,0.999800741672516,the worst banking app ever never works,Other
Poorly functioning app,3,2024-12-13,BOA,Google Play,NEGATIVE,0.999775230884552,poorly functioning app,Other
Very nice,5,2024-12-13,BOA,Google Play,POSITIVE,0.9998563528060912,very nice,Other
Your system is the worst you should do better😡😡😡😡😡😡,2,2024-12-11,BOA,Google Play,NEGATIVE,0.999800741672516,your system is the worst you should do better,Other
It has been a while since you guys started giving the mobile app service but still couldn't get it to work. I'm sure you know that it doesn't work already but not sure if you're lazy or incompetent to fix it. You are losing business because of this. Complacency will have consequences.,1,2024-12-10,BOA,Google Play,NEGATIVE,0.9997615218162536,it has been a while since you guys started giving the mobile app service but still couldnt get it to work im sure you know that it doesnt work already but not sure if youre lazy or incompetent to fix it you are losing business because of this complacency will have consequences,Other
"This is the best app; many features are awesome, but it should work without the need to turn off the developer options. I'm tired of having to constantly switch the developer options off and on. I've been expressing my struggles about this. I have precious settings enabled in the developer options, and to open the App Boa app, I have to turn them off. Please help us, Abyssinia Bank. I hope you can provide an update soon.",4,2024-12-08,BOA,Google Play,POSITIVE,0.9543284177780152,this is the best app many features are awesome but it should work without the need to turn off the developer options im tired of having to constantly switch the developer options off and on ive been expressing my struggles about this i have precious settings enabled in the developer options and to open the app boa app i have to turn them off please help us abyssinia bank i hope you can provide an update soon,"Customer Support, Feature Requests & Suggestions"
"I’m giving this app one star because there are no options below that. My experience has been incredibly frustrating due to the extremely long loading times, and the app even closes automatically at times. People choose mobile banking for its convenience, but this app is far too time-consuming, making it the worst I’ve used. I hope improvements are made to enhance the user experience.",1,2024-12-07,BOA,Google Play,NEGATIVE,0.9997000694274902,im giving this app one star because there are no options below that my experience has been incredibly frustrating due to the extremely long loading times and the app even closes automatically at times people choose mobile banking for its convenience but this app is far too timeconsuming making it the worst ive used i hope improvements are made to enhance the user experience,"Performance Issues, Feature Requests & Suggestions"
Very unprofessional and mischievous bank in my opinion. I have had several occasions but recently I used Abyssinia Card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but I learned yesterday that since it has been 3 months the bank has decided to include it in their income. How absurd. If you can avoid this bank.,1,2024-12-06,BOA,Google Play,NEGATIVE,0.9941067695617676,very unprofessional and mischievous bank in my opinion i have had several occasions but recently i used abyssinia card to withdraw money and it was deducted from my account but despite reporting several times they said they are processing it but i learned yesterday that since it has been months the bank has decided to include it in their income how absurd if you can avoid this bank,Financial Transactions
It doesn't work on my 2 devices A05 and A34 😡,1,2024-12-02,BOA,Google Play,NEGATIVE,0.9996792078018188,it doesnt work on my devices a and a,Other
